Respondent_Serial,WAVE,resp_gender,resp_age,REGION,LIV,MRK_STATE1,QPID1,QPID_I,QPID_D,QPID_R,GRID_GTS1_1_GTS1,GRID_GTS1_2_GTS1,GRID_GTS1_3_GTS1,GRID_GTS1_4_GTS1,GRID_GTS1_5_GTS1,GRID_GTS2_1_GTS2,GRID_GTS2_2_GTS2,GRID_GTS2_3_GTS2,GRID_GTS2_4_GTS2,GRID_GTS2_5_GTS2,GRID_GTS3_1_GTS3,GRID_GTS3_3_GTS3,GRID_GTS3_4_GTS3,GRID_GTS3_5_GTS3,GRID_GTS3_6_GTS3,GRID_GTS3_7_GTS3,GRID_GTS3_8_GTS3,USHHI2,USEDU3,USHOU1,USMAR2,EMP01_der,KIDS02,USRETH3,USRACE41,USRACE42,USRACE43,USRACE44,USRACE45,USRACE46,USRACE47,USRACE48,Weight
919,5,2,26,3,1,37,3,3,,,60,30,0,0,10,0,30,60,0,10,1,1,1,1,2,1,3,5,6,3,5,1,0,2,1,0,0,0,0,0,0,0,1.67229
922,5,1,63,3,3,21,3,3,,,60,23,55,29,48,40,23,30,21,33,4,1,3,1,1,1,1,7,5,3,3,4,0,2,1,0,0,0,0,0,0,0,1.271585
925,5,1,40,1,1,44,1,,1,,3,20,30,7,40,41,20,10,19,10,2,1,1,1,1,1,1,11,11,2,3,1,3,2,1,0,0,0,0,0,0,0,0.162676
928,5,1,54,3,3,40,2,,,2,15,15,20,10,40,10,5,15,15,55,3,2,5,1,2,1,1,12,10,1,3,1,0,2,0,0,0,1,0,0,0,0,0.390785
929,5,2,28,3,2,37,3,1,,,40,40,40,30,50,30,30,35,25,35,3,4,3,1,1,1,2,16,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.828825
932,5,1,65,3,3,37,2,,,1,85,90,95,96,88,95,93,98,91,94,5,1,5,1,5,1,1,7,5,1,2,4,1,2,1,0,0,0,0,0,0,0,1.633306
939,5,2,33,2,3,55,1,,1,,55,35,40,33,33,50,40,30,40,30,1,5,1,4,1,1,2,19,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.355557
943,5,2,43,4,2,8,3,1,,,80,60,80,75,65,90,65,80,65,55,1,2,4,1,1,1,1,19,10,1,3,1,3,2,1,0,0,0,0,0,0,0,0.501821
950,5,2,42,2,2,18,1,,1,,25,40,50,40,50,20,30,35,35,30,1,1,3,1,1,1,1,1,7,1,5,8,0,2,1,0,0,0,0,0,0,0,0.330484
958,5,2,54,4,2,49,2,,,2,50,50,75,35,75,60,50,80,40,80,4,1,5,4,1,1,1,20,10,1,3,7,1,2,1,0,0,0,0,0,0,0,0.542918
960,5,1,85,2,1,18,3,2,,,60,10,45,25,20,65,10,30,25,10,1,1,1,1,1,1,1,13,10,3,3,4,0,2,1,0,0,0,0,0,0,0,0.191447
966,5,1,76,4,2,8,2,,,2,75,64,65,72,60,75,60,70,60,60,1,1,5,2,1,1,1,17,10,1,4,1,1,2,1,0,0,0,0,0,0,0,0.6243
977,5,2,60,4,1,41,2,,,1,35,40,25,20,20,50,45,35,35,40,1,1,1,1,5,5,1,6,5,1,4,1,0,2,1,0,0,0,0,0,0,0,0.925186
983,5,1,70,3,2,47,2,,,1,30,5,5,3,2,35,6,2,6,6,2,2,2,3,2,4,1,13,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.255937
984,5,2,72,4,2,4,2,,,1,75,50,85,80,65,75,50,85,80,70,1,1,5,1,5,2,1,12,7,1,2,4,0,4,0,0,0,0,0,0,0,1,0.325226
1000,5,2,33,4,2,8,2,,,2,90,70,50,80,35,90,85,90,85,90,1,1,2,1,1,1,1,10,5,3,3,1,5,2,1,0,0,0,0,0,0,0,0.855152
1007,5,2,30,2,2,20,2,,,2,20,40,50,45,55,20,70,50,50,40,4,2,4,1,4,1,1,12,11,3,1,1,0,2,1,0,0,0,0,0,0,0,0.180262
1016,5,1,69,4,2,41,3,3,,,45,45,20,50,60,45,50,10,75,45,1,1,1,1,1,1,1,6,10,1,5,4,0,2,1,0,0,0,0,0,0,0,0.214129
1021,5,1,78,4,2,32,1,,1,,60,40,50,60,60,60,40,50,60,50,5,5,5,1,1,1,2,17,10,2,2,4,0,2,1,0,0,0,0,0,0,0,0.6243
1023,5,1,66,3,2,37,3,2,,,60,80,70,45,30,40,35,65,25,35,2,2,1,2,5,2,1,10,8,1,2,3,0,2,1,0,0,0,0,0,0,0,0.577347
1025,5,1,52,2,2,19,3,1,,,45,25,25,40,30,25,25,30,40,25,4,2,5,1,1,1,1,11,10,1,5,4,0,2,1,0,0,0,0,0,0,0,0.191447
1031,5,2,45,4,2,32,3,2,,,50,20,50,40,20,50,20,50,20,20,1,1,1,1,1,1,1,12,10,1,3,1,1,2,1,0,0,0,0,0,0,0,0.186216
1036,5,2,42,2,1,18,4,3,,,5,50,20,20,5,2,70,10,10,8,1,1,1,1,1,1,1,12,9,5,3,8,0,2,1,0,0,0,0,0,0,0,0.330484
1038,5,1,27,3,2,24,1,,2,,15,20,35,10,20,25,20,25,20,10,5,4,4,1,1,1,4,21,11,1,1,1,0,2,1,0,0,0,0,0,0,0,0.742065
1041,5,2,46,1,2,9,1,,2,,50,50,60,50,50,75,75,75,75,70,5,4,4,1,1,1,1,19,10,1,3,7,2,2,1,0,0,0,0,0,0,0,0.547609
1047,5,2,70,3,2,37,1,,2,,65,75,50,65,65,50,50,50,50,50,5,1,5,1,1,1,1,12,7,3,5,4,0,2,1,0,0,0,0,0,0,0,0.544434
1048,5,2,45,3,2,13,1,,2,,50,75,85,30,80,65,55,70,65,55,5,2,2,1,1,1,1,20,10,1,1,1,0,2,0,1,0,0,0,0,0,0,0.659328
1061,5,2,44,2,3,20,1,,2,,60,80,70,60,70,50,70,60,40,50,1,1,3,5,1,1,1,12,10,1,3,1,1,2,1,0,0,0,0,0,0,0,0.180262
1064,5,2,79,3,1,45,1,,2,,10,10,25,55,25,20,35,30,50,25,5,5,5,5,1,1,1,12,11,1,4,4,0,2,1,0,0,0,0,0,0,0,0.229472
1073,5,1,65,3,1,24,1,,2,,45,40,60,35,40,50,40,55,40,40,2,5,4,2,1,1,1,20,11,1,3,3,0,2,1,0,0,0,0,0,0,0,0.746192
1097,5,2,59,2,2,55,3,3,,,10,30,30,50,40,20,30,30,40,40,1,1,2,1,1,1,1,14,8,1,3,1,0,2,1,0,0,0,0,0,0,0,0.232555
1104,5,2,62,2,2,18,2,,,1,0,40,20,40,0,0,40,20,40,0,1,1,2,1,5,5,1,21,5,1,3,2,0,2,1,0,0,0,0,0,0,0,2.347258
1117,5,2,65,3,2,51,1,,2,,45,25,10,35,25,35,40,15,35,25,4,4,5,2,1,1,1,21,10,1,3,1,0,2,1,0,0,0,0,0,0,0,1.132771
1128,5,2,53,2,3,27,4,3,,,5,15,60,15,5,5,15,10,50,20,1,1,1,1,1,1,1,18,9,1,3,1,0,2,1,0,0,0,0,0,0,0,0.866155
1130,5,2,53,3,1,1,2,,,2,70,80,75,30,80,40,50,50,60,60,1,1,1,1,1,1,1,20,9,1,3,2,0,2,1,0,0,0,0,0,0,0,1.226574
1138,5,2,37,2,2,55,2,,,2,80,75,80,50,60,80,75,80,50,60,1,1,2,1,1,1,1,8,10,2,1,1,0,2,1,0,0,0,0,0,0,0,0.121267
1144,5,2,66,1,2,44,3,2,,,20,20,20,40,40,20,20,20,20,20,1,1,3,3,3,3,1,17,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.547609
1149,5,2,58,3,2,1,3,3,,,25,15,15,20,25,50,50,75,75,50,1,1,5,1,1,1,1,7,5,3,4,8,0,2,1,0,0,0,0,0,0,0,1.140098
1156,5,1,80,4,2,8,1,,2,,70,40,65,40,65,70,40,60,40,50,1,1,1,2,1,1,1,19,5,1,3,4,0,2,1,0,0,0,0,0,0,0,3.101735
1164,5,2,41,4,1,8,2,,,2,75,25,25,10,25,20,15,25,15,25,1,1,2,1,1,1,1,18,9,1,3,7,3,2,1,0,0,0,0,0,0,0,0.920015
1166,5,1,73,2,1,29,1,,2,,60,40,30,40,30,50,30,20,30,20,3,5,3,5,1,1,2,13,11,1,3,4,0,2,1,0,0,0,0,0,0,0,0.191447
1168,5,2,44,2,2,29,3,3,,,70,20,75,15,55,35,5,35,5,20,1,2,1,4,1,1,1,23,10,1,3,7,3,2,1,0,0,0,0,0,0,0,0.525559
1174,5,2,41,4,3,35,3,1,,,60,20,40,50,50,50,25,40,40,30,2,1,4,1,1,1,1,6,8,3,1,1,0,1,1,0,0,0,0,0,0,0,0.486198
1175,5,1,45,4,2,8,3,1,,,40,10,25,20,20,40,10,25,20,20,5,1,5,1,1,1,1,6,5,3,1,3,0,2,1,0,0,0,0,0,0,0,1.063868
1182,5,1,25,3,1,5,3,1,,,25,0,25,25,25,25,0,25,25,25,5,1,2,1,5,1,4,3,8,1,1,2,0,2,1,0,0,0,0,0,0,0,0.466629
1186,5,1,54,1,2,9,2,,,1,20,20,20,20,20,55,65,65,65,65,2,1,5,1,4,4,1,16,10,1,1,1,0,2,1,0,0,0,0,0,0,0,0.608719
1194,5,2,46,1,2,23,3,3,,,15,30,20,15,20,25,30,20,15,10,2,4,5,4,1,3,2,11,10,1,1,1,0,2,1,0,0,0,0,0,0,0,0.187825
1207,5,1,61,3,1,40,2,,,1,35,30,30,30,25,20,15,20,15,15,1,2,2,1,4,4,1,18,10,1,3,4,0,2,1,0,1,0,0,0,0,0,1.139344
1210,5,1,32,3,1,47,3,1,,,40,0,40,20,0,20,0,20,15,0,3,1,3,1,3,1,1,11,5,1,3,2,0,2,1,0,0,0,0,0,0,0,1.264552
1219,5,2,55,1,2,25,1,,2,,70,50,40,50,20,50,60,40,60,50,4,1,4,5,1,1,1,16,7,1,3,1,0,2,1,0,0,0,0,0,0,0,1.003961
1220,5,1,57,3,2,37,2,,,2,75,35,50,50,35,35,25,45,40,25,2,2,5,3,2,2,1,15,9,1,3,1,0,2,1,0,0,0,0,0,0,0,0.577347
1222,5,1,67,2,3,55,1,,2,,20,0,10,50,20,20,5,25,30,20,1,1,5,1,1,1,1,10,8,1,3,4,0,2,1,0,0,0,0,0,0,0,0.314168
1242,5,2,19,3,2,1,2,,,2,78,40,50,53,20,28,65,63,38,15,3,2,4,5,2,1,2,4,8,4,1,5,0,2,1,0,0,0,0,0,0,0,0.379728
1255,5,2,45,4,1,32,2,,,1,60,23,65,45,15,87,20,98,62,54,1,2,5,2,2,2,2,8,5,1,3,1,0,2,1,0,0,0,0,0,0,0,0.925186
1262,5,1,34,3,3,11,1,,2,,80,35,55,20,15,95,55,70,65,65,3,5,4,4,2,1,1,19,10,2,3,1,0,2,1,0,0,0,0,0,0,0,0.742065
1292,5,2,42,3,3,21,1,,2,,100,50,80,50,75,20,20,20,20,20,3,3,3,3,3,3,3,7,7,3,1,1,3,2,0,1,0,0,0,0,0,0,0.579798
1294,5,1,67,3,2,51,1,,2,,10,25,15,25,25,10,25,15,25,25,5,3,5,2,5,3,1,13,5,1,3,4,0,2,1,0,0,0,0,0,0,0,1.455933
1299,5,2,34,4,2,8,3,3,,,65,50,70,50,65,80,60,80,80,75,2,1,1,1,3,1,1,19,9,1,3,7,2,2,1,0,0,0,0,0,0,0,0.920015
1305,5,1,62,4,3,4,2,,,1,60,40,50,40,30,50,20,30,40,20,1,1,1,1,1,5,1,10,11,1,3,4,0,2,1,0,0,0,0,0,0,0,0.290332
1306,5,1,62,2,3,27,1,,1,,70,60,60,75,75,75,75,75,70,70,1,2,5,1,1,1,1,20,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.558167
1320,5,2,49,4,2,8,2,,,2,5,25,25,25,20,10,25,25,25,15,1,1,4,1,3,2,1,14,8,1,5,1,0,2,1,0,0,0,0,0,0,0,0.3414
1321,5,1,71,3,2,51,2,,,1,60,20,55,50,25,50,20,50,40,10,2,1,3,1,2,4,1,23,10,1,3,1,0,2,0,0,0,0,0,1,0,0,0.740434
1323,5,1,43,2,2,46,2,,,1,39,40,39,39,34,26,28,28,25,24,2,2,3,2,2,4,1,6,8,1,1,1,0,2,1,0,0,0,0,0,0,0,0.436635
1325,5,1,70,4,2,41,1,,1,,60,60,65,60,50,65,65,85,85,70,1,1,4,4,1,1,1,8,11,1,4,4,0,2,1,0,0,0,0,0,0,0,0.214129
1326,5,1,45,3,2,47,3,1,,,5,20,5,20,20,5,15,5,10,20,2,4,2,2,4,1,2,6,8,3,3,1,1,2,1,0,0,0,0,0,0,0,0.469224
1337,5,1,32,4,2,4,3,1,,,15,15,15,45,10,15,10,15,45,15,3,3,5,5,4,2,3,11,5,3,3,1,0,2,1,0,0,0,0,0,0,0,1.286417
1339,5,1,64,3,2,37,2,,,1,35,2,56,77,38,33,23,33,44,32,2,1,3,1,3,5,1,10,8,1,3,4,0,2,1,0,0,0,0,0,0,0,0.577347
1341,5,2,53,3,2,13,2,,,1,15,4,40,17,24,30,10,40,10,10,1,2,4,1,4,1,1,20,9,1,3,1,0,2,1,0,0,0,0,0,0,0,1.343669
1348,5,1,30,3,1,45,5,2,,,20,0,100,0,20,30,60,100,50,30,1,1,1,1,1,1,1,8,5,3,1,1,0,1,1,0,0,0,0,0,0,0,1.948372
1351,5,1,59,3,2,51,3,3,,,50,60,50,30,25,30,60,50,25,20,1,1,4,1,2,1,1,18,8,1,3,4,0,2,1,0,0,0,0,0,0,0,1.508957
1358,5,1,59,3,2,1,3,3,,,10,10,20,10,50,30,10,20,10,30,1,2,5,3,1,1,1,12,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.255937
1361,5,1,44,3,3,51,4,3,,,75,50,50,75,50,50,50,50,50,50,2,2,2,4,1,4,1,6,9,3,3,2,0,2,0,0,0,0,1,0,0,0,0.34353
1367,5,2,64,2,1,19,2,,,1,10,30,5,25,2,2,3,10,1,1,1,1,4,1,1,5,1,10,8,1,3,3,0,2,1,0,0,0,0,0,0,0,0.297084
1385,5,1,68,3,1,51,3,2,,,60,50,90,80,80,80,50,80,90,80,2,1,2,2,2,2,1,11,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.246108
1387,5,2,53,3,1,22,2,,,2,40,30,20,65,60,20,20,30,50,10,4,1,4,1,1,1,1,9,5,1,2,8,0,2,1,0,0,0,0,0,0,0,1.140098
1390,5,2,39,2,2,19,5,3,,,75,80,60,60,50,75,50,60,50,70,3,3,5,1,3,1,1,12,7,3,2,2,1,2,1,0,0,0,0,0,0,0,0.330484
1393,5,2,40,2,2,18,3,1,,,75,20,70,80,55,45,15,55,35,25,1,3,2,5,1,1,1,16,11,1,3,6,1,2,1,0,0,0,0,0,0,0,0.525559
1411,5,1,56,3,3,11,1,,1,,39,45,40,35,39,70,75,80,70,65,5,1,5,5,1,1,1,20,8,2,3,1,0,2,1,0,0,0,0,0,0,0,1.368034
1417,5,2,48,3,2,37,3,1,,,100,100,70,50,75,75,85,50,75,50,3,1,5,1,1,1,1,19,10,1,3,2,0,2,1,0,0,0,0,0,0,0,0.763356
1418,5,2,30,3,3,21,1,,2,,40,20,30,50,60,40,20,30,50,60,3,1,1,1,4,1,1,16,10,1,5,1,1,2,1,0,0,0,0,0,0,0,0.60387
1422,5,1,63,3,2,51,1,,2,,50,60,70,30,30,70,70,80,70,40,3,2,4,5,1,1,1,10,11,1,1,4,0,2,1,0,0,0,0,0,0,0,0.246108
1427,5,1,79,3,2,37,2,,,2,25,25,80,82,25,25,25,90,80,50,3,1,3,2,2,2,1,18,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.809503
1429,5,1,65,4,1,56,3,3,,,50,40,50,40,40,10,10,10,10,10,1,1,1,1,3,1,1,20,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.6243
1433,5,1,66,2,1,27,3,3,,,50,20,35,50,20,60,35,40,50,35,1,1,5,1,1,1,1,15,9,3,1,4,0,2,1,0,0,0,0,0,0,0,0.350989
1434,5,2,38,2,2,27,1,,1,,85,60,85,35,65,75,60,85,40,70,1,1,2,1,1,1,1,19,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.525559
1435,5,1,55,4,2,32,2,,,1,10,25,20,5,5,0,25,0,0,0,1,2,1,1,1,3,1,11,8,3,5,3,0,2,1,0,0,0,0,0,0,0,0.392575
1438,5,1,63,3,2,22,1,,1,,20,5,30,5,40,20,10,20,10,40,2,3,5,5,1,1,1,6,8,1,3,1,0,2,0,1,0,0,0,0,0,0,0.716447
1444,5,2,42,2,2,18,2,,,2,30,40,30,30,40,25,25,20,25,25,4,1,4,1,5,1,1,17,7,1,2,3,1,2,1,0,0,0,0,0,0,0,0.963536
1447,5,1,36,4,3,56,1,,2,,10,25,25,20,20,10,15,20,25,25,4,5,3,3,4,4,5,18,11,1,3,2,1,2,1,0,0,0,0,0,0,0,0.654001
1449,5,1,81,4,1,49,2,,,1,5,0,15,5,0,5,5,20,5,5,1,2,1,1,1,4,1,7,11,1,3,4,0,2,1,0,0,0,0,0,0,0,0.214129
1450,5,2,52,3,2,37,3,3,,,55,50,35,40,45,50,45,40,40,40,5,2,4,1,1,1,1,13,8,1,3,7,0,2,1,0,0,0,0,0,0,0,0.544434
1454,5,2,41,4,3,41,2,,,2,75,65,80,35,75,90,80,85,75,90,2,2,3,2,2,1,1,7,8,1,3,1,0,2,1,0,0,1,0,0,0,0,0.481817
1455,5,2,27,1,2,25,3,1,,,95,50,90,50,25,98,85,95,98,90,2,3,5,2,1,1,2,11,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.192449
1457,5,1,80,3,2,24,1,,2,,30,25,25,30,40,40,40,40,25,45,5,5,5,1,3,2,2,16,11,1,3,4,0,2,1,0,0,0,0,0,0,0,0.746192
1458,5,2,35,4,2,49,2,,,2,40,10,10,30,10,30,10,10,40,10,2,3,2,1,1,2,1,11,10,1,3,7,3,2,1,0,0,0,0,0,0,0,0.17212
1460,5,1,28,4,3,8,1,,1,,55,35,40,35,35,60,45,45,45,40,4,5,5,5,1,1,3,7,11,3,1,5,0,2,0,0,0,1,0,0,0,0,0.342504
1464,5,1,47,3,2,47,3,1,,,60,20,25,15,25,60,20,50,35,20,2,5,5,1,1,1,1,18,10,1,3,1,2,2,1,0,0,0,0,0,0,0,0.746192
1470,5,2,29,4,2,15,1,,2,,75,75,50,60,75,80,80,80,80,80,1,1,1,1,1,1,1,19,10,4,1,5,0,2,0,0,0,1,0,0,0,0,0.766219
1476,5,2,46,2,2,29,2,,,2,5,25,10,20,25,5,5,10,10,10,2,1,3,1,1,1,1,7,7,3,1,1,0,2,1,0,0,0,0,0,0,0,0.297084
1492,5,2,46,2,2,20,3,3,,,20,20,0,20,40,20,10,20,20,30,1,1,1,1,1,1,1,21,9,1,3,1,0,2,1,0,0,0,0,0,0,0,0.866155
1498,5,2,54,3,2,37,1,,2,,60,50,60,40,60,20,20,20,20,20,1,1,1,1,1,1,1,13,10,1,1,1,0,2,1,0,0,0,0,0,0,0,0.260352
1504,5,1,35,2,3,46,1,,1,,50,80,80,70,60,60,80,90,65,70,5,4,5,2,2,1,3,12,9,1,3,1,2,2,1,0,0,0,0,0,0,0,0.436635
1505,5,2,47,2,1,29,2,,,2,70,20,80,70,40,60,40,60,80,50,1,1,1,3,1,3,1,11,11,3,3,1,0,2,1,0,0,0,0,0,0,0,0.162044
1506,5,1,20,2,1,27,2,,,2,10,10,20,20,20,10,30,15,20,5,3,2,3,2,3,1,1,11,5,1,1,1,0,2,1,0,0,0,0,0,0,0,1.183268
1511,5,1,42,3,1,37,3,2,,,55,35,55,45,20,55,33,39,35,24,1,1,3,1,4,5,1,11,8,1,3,1,3,2,1,0,0,0,0,0,0,0,0.677019
1516,5,1,54,2,1,27,3,3,,,60,60,65,65,65,75,75,75,75,75,5,5,5,1,1,1,1,20,11,1,3,1,1,2,1,0,0,0,0,0,0,0,0.558167
1519,5,1,47,4,3,53,1,,1,,10,25,35,10,25,5,25,40,5,25,5,2,5,2,1,2,1,6,5,3,1,8,0,2,1,0,0,0,0,0,0,0,1.253825
1523,5,2,44,1,2,25,1,,1,,5,5,5,10,15,5,5,10,5,10,1,3,3,4,1,1,1,20,11,1,3,1,1,2,1,0,0,0,0,0,0,0,0.56109
1527,5,2,41,3,2,1,3,3,,,50,10,30,10,20,20,5,10,5,10,4,1,4,1,1,1,1,19,7,1,3,2,1,2,1,0,0,0,0,0,0,0,1.107107
1536,5,1,50,2,2,18,2,,,1,25,25,50,25,25,25,25,50,25,25,1,1,1,1,1,1,1,20,11,1,3,1,3,2,1,0,0,0,0,0,0,0,0.558167
1539,5,2,47,2,1,29,1,,2,,50,50,50,50,50,50,75,50,50,75,2,3,4,1,2,1,1,10,11,1,5,1,1,2,1,0,0,0,0,0,0,0,0.162044
1545,5,2,49,3,1,21,2,,,2,25,25,10,20,20,20,20,20,20,20,2,2,1,2,1,2,3,11,5,1,3,1,0,2,1,0,0,0,0,0,0,0,1.140098
1547,5,2,54,3,2,28,2,,,1,10,25,5,30,35,20,10,25,50,45,1,1,1,1,5,1,1,15,7,1,3,7,0,2,1,0,0,0,0,0,0,0,0.420704
1554,5,2,54,3,2,51,3,3,,,50,50,50,50,50,30,40,1,10,10,4,2,4,4,2,1,1,7,10,1,4,1,1,1,1,0,0,0,0,0,0,0,1.089742
1568,5,1,39,1,2,44,1,,2,,59,42,56,43,38,69,49,56,52,45,4,3,4,2,1,1,1,21,8,1,3,1,2,1,1,0,0,0,0,0,0,0,1.339748
1573,5,2,38,2,2,31,2,,,1,50,40,60,60,40,30,20,40,30,40,1,1,2,1,2,1,1,7,5,3,5,1,1,2,1,0,0,0,0,0,0,0,0.895604
1574,5,1,38,2,2,46,2,,,1,20,5,80,50,35,15,45,85,25,35,4,5,5,5,5,5,2,7,8,1,3,1,5,2,1,0,0,0,0,0,0,0,0.436635
1577,5,2,48,4,2,41,2,,,1,40,35,35,30,35,35,45,35,35,40,3,1,2,1,5,5,1,22,9,1,3,7,2,2,1,0,0,0,0,0,0,0,0.995361
1579,5,1,47,1,3,25,1,,2,,20,40,20,20,0,10,20,40,20,10,4,4,5,3,4,1,3,12,10,1,1,1,0,2,1,0,0,0,0,0,0,0,0.208785
1580,5,2,54,3,2,21,3,3,,,50,20,20,20,20,15,39,30,39,20,1,1,1,1,1,1,1,17,11,1,5,1,0,2,1,0,0,0,0,0,0,0,0.669033
1589,5,2,52,2,2,20,1,,2,,50,40,60,20,30,30,20,30,15,15,2,4,5,4,1,1,2,18,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.472443
1598,5,2,36,3,2,47,3,3,,,40,10,30,30,20,20,10,10,10,10,1,1,1,1,1,1,1,15,5,3,3,7,0,2,1,0,0,0,0,0,0,0,1.029053
1603,5,2,40,3,2,37,3,2,,,30,60,60,50,40,30,60,60,50,40,1,1,1,1,1,1,1,7,9,3,4,8,2,2,1,0,0,0,0,0,0,0,0.591127
1609,5,2,38,2,3,20,2,,,1,15,15,40,20,10,3,5,15,20,3,1,1,4,1,4,5,1,17,10,1,3,7,2,2,1,0,0,1,0,0,0,0,0.802464
1611,5,2,47,4,1,53,3,1,,,80,85,75,70,60,90,80,85,80,80,4,5,3,2,1,1,4,19,10,1,2,3,0,2,1,0,0,0,0,0,0,0,0.480271
1615,5,1,25,1,3,9,3,2,,,70,30,50,30,30,80,50,50,40,50,4,2,4,5,4,1,1,15,10,3,1,6,0,1,1,0,0,0,0,0,0,0,0.250646
1628,5,1,53,3,1,40,5,3,,,35,30,50,30,50,20,25,40,30,40,4,1,4,1,2,1,1,11,10,1,5,1,0,2,0,0,1,0,0,0,0,0,0.390785
1637,5,2,38,4,2,41,2,,,2,80,80,60,10,30,90,80,80,60,60,2,2,1,1,1,1,1,17,10,2,3,3,2,2,0,0,0,1,0,0,0,0,0.766219
1639,5,1,45,2,1,18,2,,,2,40,20,10,20,10,10,20,10,20,40,1,1,4,1,3,1,1,20,10,1,5,1,1,2,1,0,0,0,0,0,0,0,0.558167
1640,5,1,43,4,2,49,3,2,,,10,22,15,18,10,12,16,15,12,11,1,1,1,1,1,2,1,11,10,4,1,8,0,2,1,0,0,0,0,0,0,0,0.224317
1651,5,2,34,3,2,37,1,,2,,80,70,70,50,50,80,50,50,100,100,2,2,5,1,2,1,1,11,11,3,3,8,1,2,0,0,0,1,0,0,0,0,0.290061
1653,5,2,39,3,2,47,4,1,,,50,0,0,50,0,50,0,0,25,25,4,3,4,1,1,1,1,7,10,1,1,1,0,2,0,1,0,0,0,0,0,0,0.31625
1658,5,2,30,4,2,53,1,,2,,70,65,40,35,70,80,70,70,80,80,4,3,4,4,1,1,1,19,9,3,3,1,0,2,1,0,0,0,0,0,0,0,1.63219
1678,5,2,54,3,2,40,2,,,1,10,15,25,25,25,10,15,25,25,25,1,1,3,1,1,1,1,20,10,1,3,7,2,2,1,0,0,0,0,0,0,0,0.669033
1688,5,2,30,3,1,51,1,,2,,80,20,80,35,50,32,50,60,20,50,1,1,2,1,1,1,1,7,6,3,2,7,0,2,1,0,0,0,0,0,0,0,1.531877
1694,5,2,31,2,2,27,1,,2,,10,25,25,15,25,5,25,25,20,25,4,4,5,3,5,4,4,15,5,3,3,7,4,1,1,0,0,0,0,0,0,0,1.379912
1705,5,2,24,3,2,45,3,2,,,25,15,25,25,18,18,10,20,12,25,1,1,1,1,1,1,1,19,9,1,3,1,0,2,1,0,0,0,0,0,0,0,1.107107
1720,5,2,22,3,1,21,5,3,,,50,25,25,50,10,50,0,50,50,0,1,1,1,1,1,1,1,7,9,3,3,7,2,2,1,0,0,0,0,0,0,0,0.379728
1726,5,2,42,4,3,32,1,,2,,80,59,59,57,57,89,65,70,58,59,1,3,3,1,1,1,1,13,10,3,2,8,0,2,1,0,0,0,1,0,0,0,0.262806
1728,5,1,54,3,2,5,1,,1,,45,40,50,35,40,45,35,40,35,40,2,5,2,1,1,1,2,20,12,1,3,1,0,2,1,0,0,0,0,0,0,0,0.746192
1738,5,1,30,4,1,4,1,,2,,30,20,20,20,10,50,10,5,5,30,5,1,1,1,1,1,2,17,9,3,3,1,1,2,1,0,0,0,0,0,0,0,1.333268
1743,5,1,44,3,1,5,1,,2,,50,80,20,35,65,75,80,50,40,60,5,1,5,1,1,1,1,7,11,1,1,2,0,2,1,0,0,0,0,0,0,0,0.254522
1750,5,2,23,2,1,55,5,3,,,75,85,90,55,40,80,80,90,20,10,1,1,5,5,2,1,1,18,10,4,1,1,0,2,1,0,0,0,0,0,0,0,0.355557
1769,5,1,40,3,2,13,3,3,,,15,10,40,15,10,5,5,30,5,5,1,1,2,1,2,2,1,20,9,1,3,1,2,2,1,0,0,0,0,0,0,0,1.258883
1804,5,2,34,3,2,45,1,,1,,25,75,15,70,45,5,15,85,80,42,1,1,1,2,1,1,1,15,7,1,3,1,0,2,1,0,0,0,0,0,0,0,0.379728
1810,5,1,21,2,2,19,3,1,,,80,50,100,70,90,50,30,40,60,30,2,2,3,5,1,1,2,22,7,4,1,2,0,2,0,0,1,0,0,0,0,0,1.943744
1814,5,1,35,2,2,29,2,,,2,50,40,50,50,40,40,40,40,40,30,1,1,3,1,4,4,1,9,5,3,4,1,0,2,1,0,0,0,0,0,0,0,1.183268
1831,5,1,27,4,2,53,3,3,,,50,10,30,9,1,80,5,5,5,5,1,1,1,1,1,1,1,11,10,3,3,1,0,2,1,0,0,0,0,0,0,0,0.157097
1833,5,1,44,3,2,51,3,3,,,60,40,50,60,50,65,60,60,60,65,1,1,5,1,1,1,1,9,5,1,5,1,0,2,1,0,0,0,0,0,0,0,0.947113
1849,5,1,48,2,3,55,3,1,,,26,56,44,78,56,34,55,56,78,55,4,2,2,5,1,1,1,17,10,2,5,1,0,2,1,0,0,0,0,0,0,0,0.440499
